COMPANY NAME,WEBSITE,STREET ADDRESS,CITY,STATE,ZIP,PHONE,EMAIL,INTERNSHIP MENTOR,INTERNSHIP TOPIC,MAJORS,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
Stevens Institute of Technology ,,Stevens Institute of Technology ,Hoboken,NJ,7030,(201) 216-5386,xzhang4@stevens.edu,Xian Annie Zhang,"Department of Mechanical Engineering, Nano Research Laboratory","Automotive Engineering, Commercial Arts, Aerospace Engineering, Research/Other",,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,https://meadowlands.org/,1099 Wall St W , Lyndhurst,NJ,7071,2019390707,,Joe  Garavente ,journalism,Research/Other,,,,,,,,,,,,,,,,
PC Pitstop NJ,https://pc-pitstop-nj-formerly-expert-pc.business.site/,500 Market Street,Saddle Brook,NJ,7663,2015878858,pcpitstopnj@gmail.com,Mike Baykara,Computer Refurbishing and Repairing,Computer Science,,,,,,,,,,,,,,,,
A Little Cake Bakery,www.alittlecake.com,176 Kinderkamack Rd,Park Ridge,NJ,7656,201-391-6300,Sales@ALittleCake.com,Karen Karen,Bakery,Research/Other,,,,,,,,,,,,,,,,
Law Offices of Charles E. Tempio,www.tempiolaw.com,"1401 Valley Road, Suite 207",Wayne,NJ,7470,862-221-9291,cet@tempiolaw.com,Charles Tempio,Law Offices of Charles E. Tempio,Law,,,,,,,,,,,,,,,,
Holy Name Medical Center,https://www.holyname.org/,718 Teaneck Road,Teaneck,NJ,7666,2018333000,mberthou@holyname.org,Marie Berthou,Endoscopy,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://www.njit.edu/,323 Dr Martin Luther King Jr Blvd,Newark,NJ,7102,9735963000,admissions@njit.edu,Junjie Yang,Quantum Materials Research,Research/Other,,,,,,,,,,,,,,,,
Sylvan Infectious Diseases,http://sylvanid.com/,"400 Sylvan Ave, Suite 108 ",Englewood Cliffs ,NJ,7632,(201) 408-5314,sylvanids@gmail.com,Pan Ko,Physician Shadowing,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,,1 Castle Point Terrace,Hoboken,NJ,7030,201-216-5000,ykim19@stevens.edu,Yanghyo Kim,Integrated Circuits,Computer Science,,,,,,,,,,,,,,,,
EWHA Art Studio,https://www.ewhaarts.org/,275 Broad Avenue,Palisades Park,NJ,7650,2017806811,ewhaarts@gmail.com,Hyunju Min,Art,Commercial Arts,,,,,,,,,,,,,,,,
Iron Reign Crossfit,http://www.ironreigncrossfit.com,95 Dell Glenn Ave Suite 87,Lodi,NJ,7644,201-944-5220,IRCFTRIAL@GMAIL.COM,Austin Lopez,Iron Reign Crossfit,Computer Science,,,,,,,,,,,,,,,,
NYNJ Car Service,https://nynjcarservice.com/,233 Industrial Ave E16,Teterboro,NJ,7608,(201) 283-9400,reservations@nynj.limo,Jason D'Errico,Rental Service Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
New Jersey Brain and Spine Center,https://njbrainspine.com/,680 Kinderkamack Rd Suite 300,Oradell,NJ,7607,2013422550,emmab@njbrainspine.com,Patrick Roth,Shadowing Neurosurgeon,Research/Other,,,,,,,,,,,,,,,,
SmartLinx Solutions LLC,smartlinx.com,"800 Palisade Ave, Apt 1901",Fort Lee,NJ,7024,877-501-1310,clay.mcevoy@smartlinx.com,Clay McEvoy,Revenue Operations,Research/Other,,,,,,,,,,,,,,,,
Stryker,www.Stryker.com,325 Corporate Dr,Mahwah,NJ,7430,201-831-5000,Steven.buell@Stryker.com,Steven  Buell,"Product Development. Mostly doing CAD work, but also thinking thru the design process in more detail within the medical device space. High level dive into manufacturing methods. High Level overview of robotics and their use within Medical Devices.","Computer Science, Commercial Arts, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
CDI - Hackensack Meridian Health,https://hmh-cdi.org/,111 Ideation Way,Nutley,NJ,7110,201-880-3100,,Marina Savransky,Grantsmanship and research grant operations.,Research/Other,,,,,,,,,,,,,,,,
REMAX,HomebodyRealtor.com,189 Homans Ave,Closter ,NJ,7624,201.660.9933,lisanicolehoffman@gmail.com,Lisa Hoffman,Social Media Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
"Law Firm of Bastarrika, Soto, Gonzalez & Somohano, LLP",www.bsgslaw.com,"3 Garret Mountain Plaza, Suite 302",Woodland Park,NJ,7424,973-977-9919,massiel@bsgslaw.com,Massiel Espinal,Law,Law,,,,,,,,,,,,,,,,
Law Offices of Rose Marie Arnold,,1386 Palisade Ave,Fort Lee,NJ,7024,(201) 461-1111,SJohnson@rosemariearnold.com,Sakinah Johnson,Law Internship,Law,,,,,,,,,,,,,,,,
Euclid Elementary School,https://www.hhschools.org/Domain/8,1 Burton Ave,Hasbrouck Heights,NJ,7075,2012882138,portal@hhschools.org,Lorenzo Tattoli,Shadowing PE Teacher,Research/Other,,,,,,,,,,,,,,,,
One River School,https://oneriverschool.com,49 N Dean Street,Englewood,NJ,7631,(201) 266-5244,englewood@oneriverschool.com,Leela Prendergast,Art Studio,Commercial Arts,,,,,,,,,,,,,,,,
NJ Sound LLC,NJsound.com,175 Mohawk Drive,River Edge,NJ,7661,2018160123,Studio@NJsoundl.com,John Cannon,Recording Studio/Sound Engineering/Recording,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Kreiner Dental,https://www.kreinerdental.com/,Eisenhower Drive,Paramus,NJ,7652,201-556-0006,kreinerdental@email.ydmailer.com,Corey Turk,Dentistry/Orthodontics,Medical,,,,,,,,,,,,,,,,
The Applied Mathematics Laboratory at the Courant Institute,https://math.nyu.edu/aml/,251 Mercer Street,New York,NY,10012-1185,212-998-3239,aml@cims.nyu.edu,Leif Ristroph,Applied Mathematics Research,Research/Other,,,,,,,,,,,,,,,,
Latitude Showroom,,425 Riverside Drive,New York,NY,10025,7184315311,megan@latitudeshowroom.com,Megan Freedman,Apparel & Fashion,Fashion,,,,,,,,,,,,,,,,
Ferreira Construction,ferreiraconstruction.com,31 Tannery Road,Branchburg,NJ,8876,908-534-8655,info@ferreiragroup.com,Megan Carton-Poole,Marketing ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Navigating Success through Wellness,www.BergenCountyTherapy.com / www.NavigatingSuccesThroughWellness.com,504 US-46,Teterboro,NJ,7608,2013436000,info@BergenCountyTherapy.com,Jill Pantaleo,"To help move the Navigating Success Through Wellness initiative forward, get students involved and help with the culture of mindfulness and wellness in the schools.  ",Computer Science,,,,,,,,,,,,,,,,
Riviera Maya Mexican Cuisine,https://www.rivieramayamcuisine.com/,252 E Fort Lee Rd,Bogota,NJ,7603,(201)996-1380,rivieramayamexicancuisine@gmail.com, Jonathan Rojas,Social Media Intern,Digital Media,,,,,,,,,,,,,,,,
Bergen County Sheriffâ€™s Office,,2 Bergen County Plaza,Hackensack,NJ,7601,201-336-3540,sperez@bcsd.us,Shelley Perez,Crime Investigation,Research/Other,,,,,,,,,,,,,,,,
Hackensack Meridian Health,HackensackMeridianHealth.org,340 Kingsland Street,Nutley,NJ  ,7110,551-996-3171,catherine.dipasquale@hmhn.org,Johannes  Zakrzewski,Cancer Immunotherapy,Medical,,,,,,,,,,,,,,,,
NatureX,https://www.naturex.com/,375 Huyler St,South Hackensack,NJ,7606,12014405000,marie-line.mazoyer@givaudan.com,Mary-Lynn Mazoyer,Chemistry lab,Research/Other,,,,,,,,,,,,,,,,
Intrahome Systems,intrahomesystems.com,70 Outwater Lane ,Garfield,NJ,7026,9732481501,adim@intrahome.com,Jason Abromowicz,smart home installation,Commercial Arts,,,,,,,,,,,,,,,,
Komeo Physical Therapy ,https://komeopt.com/,135 Fort Lee Rd. Suite 104 ,Leonia,NJ,7666,201-403-1006,jinparkdpt@gmail.com,Jinha Park,Physical Therapy ,Medical,,,,,,,,,,,,,,,,
Office of NJ Superior Court Judge Padovano,,10 Main Street,Hackensack,NJ,7601,201-527-2700,gregg.padovano@njcourts.gov,Gregg Padovano,Office of NJ Superior Court Judge Padovano,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu/,1 Castle Point ,Hoboken,NJ,7030,201-216-5000,nparzial@stevens.edu,Nick Parziale,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Tons of Toys,https://www.conquer-us.com/,315 Franklin ave ,Wycoff,NJ,7481,2018479317,schmidtcadence@gmail.com,Kenneth Miaetta,Business management,Business & Finance,,,,,,,,,,,,,,,,
Northern New Jersey Sanctuary Coalition,https://www.nnjsanctuary.org,118 Chadwick Road,Teaneck,NJ,7666,9142610204,info@nnjsc.org,Marianne Conway,Northern New Jersey Sanctuary Coalition,Computer Science,,,,,,,,,,,,,,,,
SWELL,http://swellny.com/production/,77 Franklin St,New York,NY,10013,(646) 397-9355,info@swellny.com,Rena Musumeci,Digital Media,"Computer Science, Digital Media",,,,,,,,,,,,,,,,
Najmee Incorporated,http://www.najmee.com/,338 Hackensack St,Carlstadt,NJ,7072,(201)720-2121,shuja@najmee.com,Shuja Najmee,I.T. Support Technician,Computer Science,,,,,,,,,,,,,,,,
Laguna 2 LLC,https://www.l2corp.com,12 Sullivan Street,Westwood,NJ,7675,(201) 594-9444,pschoch@l2corp.com,Phil Schoch,Refurbish and Repair Electronics,Computer Science,,,,,,,,,,,,,,,,
Allstar Pharmacy,www.allstarpharmacylodi.com,105 Terhune Ave,Lodi,NJ,7644,9734732243,ALLSTARRX2012@gmail.com,Richard Maciag ,Pharmacist Shadowing,Research/Other,,,,,,,,,,,,,,,,
Bergen County Alternatives to Domestic Violence ,https://www.co.bergen.nj.us/divisions-of-alternatives-to-domestic-violence/alternatives-to-domestic-violence,"One Bergen County Plaza  â€¢ 2nd Floor â€¢ Hackensack, NJ 07601-7076",Hackensack,NJ,7601,201-336-7575,x,Sian Millard,"Domestic Violence Intervention, Prevention, and Services",Research/Other,,,,,,,,,,,,,,,,
Montclair State University ,https://www.montclair.edu/,1 Normal Ave ,Montclair ,NJ ,7043,(973) 655-4000,montclair.edu/university-communications,Steve  McCarthy ,Documentary Filmmaking ,Research/Other,,,,,,,,,,,,,,,,
Food and Water Watch,https://www.foodandwaterwatch.org/,267 Joshua Ln,Wyckoff,NJ,7481,2015406903,ashleypark924@gmail.com,Sam DiFalco,Environmental Grassroots Organizing,Research/Other,,,,,,,,,,,,,,,,
Eastern Millwork,http://easternmillwork.com/,143 Chapel Ave,Jersey City,NJ ,7305,(201) 451-9510,info@easternmillwork.com,Regi Mulla,Woodworking and Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Stevens Institute of Technology,,,Hoboken,NJ,7030,201-216-3683,summer@stevens.edu,Kevin Lu,Electrical/Computer Engineering,"Computer Science, Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Suite Paperie,https://www.suitepaperie.com/,20 Wilsey Square ,Ridgewood,NJ,7450,(201) 632-3121,becca@suitepaperie.com,Becca Goldberg,Graphic Design,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
Art Students League of New York,https://theartstudentsleague.org/,215 West 57th Street,New York City,NY,10019,212-247-4510,info@artstudentsleague.org,Denise Green,SEEDS Program assistance ,Research/Other,,,,,,,,,,,,,,,,
Clara Mass,https://www.rwjbh.org/clara-maass-medical-center/,1 Clara Maass Dr,Belleville,NJ,7109,9734502882,Tania.Manago@rwjbh.org,Tania Manago,Hospital rotations ,"Computer Science, Medical",,,,,,,,,,,,,,,,
Don Chicken,donchickenus.com,626 Kinderkamack Road,River Edge,NJ,7024,2015239888,donfcus@gmail.com,Jong-Jin Na,Customer Service,Research/Other,,,,,,,,,,,,,,,,
Green Ridge Wealth Planning,https://grwealthplan.com/,50 River Road Bldg E3,Montville,NJ,7045,(201) 240-5995,myplan@grwealthplan.com,Jordan Kaufman,Research Analyst,Research/Other,,,,,,,,,,,,,,,,
Children of Joy Pediatrics,,55 Summit Avenue,Hackensack,NJ,7601,201-525-0077,manager@childrenofjoypediatrics,Mildred Benoit,Pediatric Nursing,Research/Other,,,,,,,,,,,,,,,,
Clara Maass Medical Center,https://www.rwjbh.org/clara-maass-medical-center/,1 Clara Maass Drive,Belleville,NJ,7109,973-450-2000,Tania.Manago@rwjbh.org,Tania Manago,Medicine,Research/Other,,,,,,,,,,,,,,,,
Bergen County Department of Planning and Engineering,https://www.co.bergen.nj.us/work-with-bergen-county/planning-and-engineering,One Bergen County Plaza,Hackensack,NJ,07601-7076,(201)336-6446,PKortright@co.bergen.nj.us,Peter Kortright,Planning and Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Bergen County Department of Planning and Engineering,https://www.co.bergen.nj.us/planning2,1 Bergen County Plaza,Hackensack,NJ,07601-7076,2013366446,p.kortringht@co.bergen.nj.us,Peter  Kortringht,Bergen County Planning and Engineering Division,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Saint Athanasios Greek Orthodox Church,https://stathanasiosnj.org/blog/,51 Paramus Road,Paramus,NJ,7652,201-368-8881,Info@stathanasiosnj.org,Anargyros Stavropoulos,Business/Accounting,Business & Finance,,,,,,,,,,,,,,,,
Carlstadt Public School,https://www.carlstadt.org/,550 Washington St,Carlstadt,NJ,7072,2016723000,ddebiase@carlstadtps.org,Diane De Biase,Teacher's Assistant,Research/Other,,,,,,,,,,,,,,,,
Suite Paperie,https://www.suitepaperie.com,20 Wilsey Square 2nd floor,Ridgewood,NJ,7450,201-632-3121,becca@suitepaperie.com,Becca Goldberg,Graphic Design,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
"Eastern Millwork, Inc.",http://easternmillwork.com/,143 Chapel Ave.,Jersey CIty,NJ,7305,+1 201-451-9510,info@easternmillwork.com,Regi Mulla,Woodworking,Research/Other,,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,https://www.bvmi.org,75 Essex Street,Hackensack,NJ,7601,2013422478,info@bvmi.net,Elaine Posner,,Research/Other,,,,,,,,,,,,,,,,
Suite Paperie ,www.suitepaperie.com,20 Wilsey Square ,Ridgewood,NJ,7450,201-632-3121,becca@suitepaperie.com,Becca Goldberg,Design ,Commercial Arts,,,,,,,,,,,,,,,,
SWELL NY,http://swellny.com/,77 Franklin St,New York,NY,10013,(646) 397-9355,info@swellny.com,Rena Musumeci,SWELL NY,Research/Other,,,,,,,,,,,,,,,,
BMW of North America,bmwna.com, 300 Chestnut Ridge Rd,Woodcliff Lake,NJ,7640,(800) 831-1117,dianecarbone@bmwna.com,Diane Carbone,Legal,Law,,,,,,,,,,,,,,,,
Bergen County Department of Administration and Finance - Division of Treasury,https://www.co.bergen.nj.us/budget-financial-reports,1 Bergen County Plaza,Hackensack,NJ,7601,201-336-7335,mhoward@co.bergen.nj.us,Melissa Howard,Finance/Accounting,Business & Finance,,,,,,,,,,,,,,,,
Rutherford Board and Brush,https://boardandbrush.com/rutherford/,84 Park Ave,Rutherford,NJ,7039,2016914583,rutherford@boardandbrush.com,Robin Hering,Art,Commercial Arts,,,,,,,,,,,,,,,,
NJ Sound,njsound.com,175 Mohawk Drive ,River Edge ,NJ,7661,2018160123,njsoundstudio@gmail.com,John  Cannon ,Sound Engineering/Music Production,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
NJIT,njit.edu,666-381 Dr. Martin Luthier King Jr. Blvd,Newark,NJ,7102,(973) 596-3000,njit.com,John Cays,Interior Design,Commercial Arts,,,,,,,,,,,,,,,,
Columbia University EXerT Clinic at Teacherâ€™s College,tc.columbia.edu/exert-clinic,525 West 120th Street,New York,NY,10027,212-678-3355,EXerTClinic@tc.columbia.edu,Carol Garber,Internship at Columbiaâ€™s EXerT Clinic in New York,Research/Other,,,,,,,,,,,,,,,,
STEM Kids NYC  (Thurgood Marshall Academy Lower School),,276 W 151st St,New York,NY,10039,2123688731,n/a   (http://www.tmals.org/contact.html),Yvonne Thevenot,Teaching code/stem,Research/Other,,,,,,,,,,,,,,,,
Judy Gitenstein Editorial Services,judygitenstein.com,205 Hudson Street 08-122,New York,NY,10013,9178223050,judygitenstein@mac.com,Judy Gitenstein,Book Publishing/Editing,Computer Science,,,,,,,,,,,,,,,,
Therapro-Corf LLC,,9225 Kennedy Boulevard,North Bergen,NJ,76047,201-869-2701,,Celeste Cerna,Physical Therapy,Medical,,,,,,,,,,,,,,,,
McBride Corporation,http://www.mcbridecorpre.com/,201 W Passaic Street,Rochelle Park,NJ,7662,2018484000,njinfo@mcbridecorpre.com,Annette Kase,Real Estate,Research/Other,,,,,,,,,,,,,,,,
"EXert Clinic at Teacher's College, Columbia University",https://www.tc.columbia.edu/exert-clinic/,525 West 120th Street,New York ,NY,10027,212-678-3355,EXertClinic@tc.columbia.edu,Carol Garber,"The EXerT clinic offers individualized physical activity and nutrition counseling services provided by highly trained, certified staff and Movement Science and Nutrition graduate students.","Computer Science, Research/Other",,,,,,,,,,,,,,,,
Wood Ridge Intermediate School,https://www.wood-ridgeschools.org,151 1st Street,Wood Ridge,NJ,7075,2019336777,klisa@wood-ridgeschools.org,Betty Carroll,Education,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu/,1 Castle Point Terrace,Hoboken,NJ,7030,(201) 216-5000,support@stevens.edu,Kevin Lu,Electrical Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Rutgers School of Dental Medicine,https://sdm.rutgers.edu/staff-directory?search_api_fulltext=&field_grouping=All&field_staff_directory_unit=34,110 Bergen Street,Newark,NJ,7102,9739722612,tsiagbvk@sdm.rutgers.edu,Vincent Tsiagbe ,Lab Research ,Research/Other,,,,,,,,,,,,,,,,
NJIT,,154 Summit Street,Newark,NJ,7666,973 596 6275,cays@njit.edu,John Cays,Interior Design,Commercial Arts,,,,,,,,,,,,,,,,
FairLeigh Dickinson University ,https://www.fdu.edu/,1000 River Road,Teaneck ,NJ,7666,(973) 443-8079, DSS@fdu.edu,Avimanyou  Vatsa,Data science & CyberScience,Research/Other,,,,,,,,,,,,,,,,
Studio Wildcard,http://www.studiowildcard.com/,79 Prospect Avenue (Remote Internship),Little Ferry,NJ,7643,(201)803-6918,dylger22@bergen.org,Doug Kennedy,Game Development,Research/Other,,,,,,,,,,,,,,,,
"Cat + King LLC, Creationari Graphic Studio LLC",https://www.catandking.com,376 Hollywood Avenue Suite 200 ,Fairfield,NJ,7004,(201) 417-3898,shannoncreationari@gmail.com,Shannon King,"Fashion, Fashion Merchandising",Fashion,,,,,,,,,,,,,,,,
The Daily Fandom,https://thedailyfandom.org/,601 Sherwood Avenue,San Bernadino,CA,92404,(909)-283-0449,shareca@thedailyfandom.org,Shareca Coleman,Creative Writing,Computer Science,,,,,,,,,,,,,,,,
"Cat + King LLC, Creationari Graphic Studio LLC",https://www.catandking.com/,376 Hollywood Ave Suite 200,Fairfield,NJ,7004,(201)417-3898,catandkingofficial@gmail.com,Shannon King,"Fashion, Fashion Merchandising  ",Fashion,,,,,,,,,,,,,,,,
Starta VC,https://starta.vc/,"220 E 23rd Street, #400",New York,NY,10010,929-251-5142,eb@starta.vc,Elena Barlev,Venture Capital Firm and Accelerator,Computer Science,,,,,,,,,,,,,,,,
Assemblyman Clinton Calabrese,,613 Bergen Boulevard,Ridgefield,NJ,7657,(201) 943-0615,CSuarez@njleg.org,Catherine  Suarez,Government public policy,Law,,,,,,,,,,,,,,,,
Ramapo College of New Jersey,,505 Ramapo Valley Rd,Mahwah,NJ,7430,(201)684-7378,trakotob@ramapo.edu,Thierry Rakatobe-Joel,Block trade management,Research/Other,,,,,,,,,,,,,,,,
Ramapo College of New Jersey,,"505 Ramapo Valley Rd, Mahwah, NJ 07430",Mahwah,NJ,7430, (201) 684-7378,trakotob@ramapo.edu,Thierry Rakatobe-Joel,Blocktrade Management,Research/Other,,,,,,,,,,,,,,,,
Clara Maass Medical Center,https://www.rwjbh.org/clara-maass-medical-center/ ,1 Clara Maass Drive,Belleville ,NJ,7109,973-450-2000,Tania.Manago@rwjbh.org,Tania Manago,Medicine,Research/Other,,,,,,,,,,,,,,,,
Bergen County Technical Schools,,2000 Hackensack Avenue,Hackensack,NJ,7601,2013436000,Crawea@bergen.org,Craig Weaver,IT department ,"Computer Science, Commercial Arts",,,,,,,,,,,,,,,,
Law Offices of Kristopher Kim,kriskimlaw.com,120 Sylvan Ave #200,Englewood Cliffs,NJ,7632,2018628282,kris@kriskimlaw.com,Kristopher Kim,Law Firm,Law,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu/,1 Castle Point Terrace,Hoboken,NJ,7030,2012165000,graduate@stevens.edu,Kevin Lu,Computer Engineering,"Computer Science, Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://www.njit.edu/,323 Dr Martin Luther King Jr Blvd,Newark,NJ ,7102,(973) 596-3000,admissions@njit.edu.,Ravindra Nuggehalli,Research. Researching polymers and methods on how to increase the efficieny of solar panels used to power satelittles. ,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Holy Name Hospital ,https://www.holyname.org/Volunteer/, 718 Teaneck Rd,Teaneck,NJ,7666,2018333000,www.holyname.org,Marie Berthou,Occupational therapy,Medical,,,,,,,,,,,,,,,,
Najmee,www.najmee.com,338 Hackensack St,Carlstast,NJ,7072,2017202121,shuja@najmee.com,Shuja Najmee,Finance,Business & Finance,,,,,,,,,,,,,,,,
Boys & Girls Clubs of Lower Bergen County,https://www.bgclodi.com/,460 Passaic Ave,Lodi,NJ,7644,973-473-7410 ,ED@bgclodi.com,Laura Marquez,Community Service ,Computer Science,,,,,,,,,,,,,,,,
RSC Architects ,www.rscarchitects.com,"3 University Plaza Drive, Suite 600",Hackensack,NJ,7022,201 941 3040,sbotbyl@rscarchitects.com,Phillipe  Kallagov,Architectural Office Learning Experience,Computer Science,,,,,,,,,,,,,,,,
Bergen County Public Safety Operations Center,https://www.co.bergen.nj.us/,285 Campgaw Road,Mahwah,NJ,7430,201-785-8500,cerrina@bcpsoc.com,Frank DelVecchio,Bergen County Public Safety under Director Frank DelVecchio,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu/,1 Castle Point Terrace,Hoboken,NJ,7030,(201) 216-5000,klu2@stevens.edu,Kevin Lu,Electrical and Computer Engineering,"Computer Science, Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Park Ave Acura,https://www.parkaveacura.com/service.aspx?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,247 W Passaic Street,Maywood,NJ,7607,2015870029,Carlos@parkaveacura.com,Carlos Duarte,Automotive Service,Automotive Engineering,,,,,,,,,,,,,,,,
Chrill Care,chrill.org,201 Bloomfield Ave,Verona,NJ,7044,9737448103,info@chriill.org,Deborah  Delvecchio,Assisting General Duties ,Research/Other,,,,,,,,,,,,,,,,
S&J Diamond Corp,,580 5th Avenue,New York City,NY,10036,2125750111,gunjan@snjny.com,Gunjan Mehta,Wholesaling ,Research/Other,,,,,,,,,,,,,,,,
Board and Brush Creative Studio,,119 E Main St,Ramsey,NJ,7446,(201) 466-7222,RAMSEY@ BOARDANDBRUSH.COM,Mary sa,Art and design,Commercial Arts,,,,,,,,,,,,,,,,
"Datamation Systems, Inc",https://datamationsystemsinc.com/, 125 Louis St,South Hackensack,NJ,7606,2013297200,info@pc-security.com,Shaun  Hansraj,Engineering ,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Bergen County Communications Public Safety Operations Center,,285 Campgaw Rd.,Mahwah,NJ,7430,201-785-8554,cerrina@bcpsoc.com,Frank DelVecchio,Bergen County Communications Public Safety Operations Center under Director Frank DelVecchio and Elisa Cerrina,Research/Other,,,,,,,,,,,,,,,,
Law Offices of Micaela M. Alvarez Esq.,https://www.lawofficesofmicaelamalvarezesq.com/,"416 36th Street, Suite # 1",Cliffside Park,NJ,7010,(201) 867-0800,malvarez@micaelalaw.com,Micaela Alvarez,Law,Law,,,,,,,,,,,,,,,,
Bethany Church,https://www.bethanychurch.tv,568 Wellington Dr.,Wyckoff,NJ,7481,201.891.7494,mail@bethanychurch.tv,Brielle John,Administrative Assistant,Research/Other,,,,,,,,,,,,,,,,
The Law Office of Jessica M. Ibrahim,https://thelawofficeofjessicamibrahim.business.site,242 Boulevard,Hasbrouck Heights,NJ,7604,(201) 982-6464,Jessica.ibrahimesq@gmail.com,Jessica Ibrahim,"Legal Services, The Law Office of Jessica M. Ibrahim",Law,,,,,,,,,,,,,,,,
Arena STEM ,http://www.arenastem.com/,1 Garden State Plaza Blvd,Paramus ,NJ,7652,215-460-9264,sbrownstein@arenastem.com,Steven Brownstein,Sales and Marketing  ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
PC Pitstop NJ,https://pc-pitstop-nj.business.site/,500 Market St,Saddle Brook,NJ,7663,(201) 587-8858,pcpitstopnj@gmail.com,Mike Baykara,Computer Refurbishing and Repairing,Computer Science,,,,,,,,,,,,,,,,
Congressman Joshua Gottheimer,,"65 Harristown Road, Suite 104",Glen Rock,NJ,7452,2013891100,connor.munsch@mail.house.gov,Connor Munsch,Congressional,Research/Other,,,,,,,,,,,,,,,,
Sterling Medical Devices,https://sterlingmedicaldevices.com/,250 Moonachie Rd Suite 400,Moonachie,NJ,7074,201-277-7569,info@sterlingmedicaldevices.com,Liz Hickey,Technical,Computer Science,,,,,,,,,,,,,,,,
Bergen County Treasury,https://www.co.bergen.nj.us/treasury/about-treasury,One Bergen County Plaza,Hackensack,NJ,7601,201-336-6561,mhoward@co.bergen.nj.us ,Melissa Howard,Accounting,Business & Finance,,,,,,,,,,,,,,,,
Najmee (IT Support and Consulting),http://www.najmee.com/,"338 Hackensack st, Carlstadt, NJ 07072",Carlstadt,NJ,7072,+1 (201) 720-2121,shuja@najmee.com,Shuja Najmee,Computer Science,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Rennsport Motor Works,www.rennsportmotorworks.com,83 Burlews Court,Hackensack,NJ,7601,2014895577,spuleio@optonline.net,Sal Puleio,Automotive,Automotive Engineering,,,,,,,,,,,,,,,,
Bergen New Bridge Medical Center ,newbridgehealth.org,230 E Ridgewood Ave,Paramus,NJ,7652,(201) 967-4000, sburkhardt@newbridgehealth.org,Thomas Amitrano,Nursing ,Research/Other,,,,,,,,,,,,,,,,
The Fig Leaf,http://www.thefigleafboutique.com,98 West Pleasant Avenue,Maywood,NJ,7607,201-880-5514,thefigleafboutique@me.com,Lynn Primavera,Fashion,Fashion,,,,,,,,,,,,,,,,
Office Of Commissioner Mark Olson,https://www.ridgefieldpark.org/people/mark-olson-0,190 Palisade Avenue Floor 1,Cliffside Park,NJ,7010,201-741-0644,molson@ridgefieldpark.org,Mark Olson,Government,Law,,,,,,,,,,,,,,,,
New York Botanical Gardens,,"2900 Southern Blvd, Bronx",Bronx,NY,10458,718-817-8700,bambrose@nybg.org,Barbara Ambrose,Botany,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,,323 Dr Martin Luther King Jr Blvd,Newark,NJ,7102,9735963317, fahmadpo@njit.edu,Fatemeh Ahmadpoor,NJIT Research: Soft Materials + Physical Mechanisms,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
EdwardPierce Studio,www.edwardpierce.com,330 West 38 Street,New York City,NY,10018,212-279-0711,design@edwardpierce.com,Edward Pierce,Set Design,Commercial Arts,,,,,,,,,,,,,,,,
MOLLY Diabetes Education Center at Hackensack University Medical Center,,30 prospect ave,Hackensack,NJ,7601,551-996-5329,,Genna Klein,MOLLY Diabetes Education Center at Hackensack University Medical Center,"Computer Science, Medical",,,,,,,,,,,,,,,,
